stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5
"420035509001",157,150,7,4.19,105,112,7,2.81,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035509002",188,188,0,0.00,286,285,1,0.60,0,0,0,0.00,0,0,0,0.00,5,6,1,0.01
"420035512001",211,203,8,3.15,320,330,10,5.97,0,0,0,0.00,0,0,0,0.00,5,3,2,0.02
"420035512002",404,414,10,8.73,59,49,10,1.27,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035512003",334,328,6,3.94,166,172,6,1.96,0,0,0,0.00,0,0,0,0.00,8,8,0,0.00
"420035513001",430,428,2,1.96,8,10,2,0.04,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035513002",652,648,4,3.93,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,11,15,4,0.07
"420035519001",221,219,2,1.69,14,16,2,0.11,26,26,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035519002",384,379,5,3.37,186,191,5,1.63,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035520001",183,187,4,2.90,69,65,4,1.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035520002",193,200,7,5.36,46,44,2,0.37,0,0,0,0.00,0,0,0,0.00,13,8,5,0.26
"420035520003",118,112,6,3.39,78,82,4,1.49,0,0,0,0.00,0,0,0,0.00,13,15,2,0.12
"420035520004",215,211,4,2.54,124,128,4,1.46,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035521001",97,111,14,5.05,172,158,14,8.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035521002",10,11,1,0.05,173,172,1,0.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035522001",382,378,4,3.16,78,72,6,0.97,0,0,0,0.00,23,33,10,0.48,0,0,0,0.00
"420035523001",42,47,5,1.21,132,127,5,3.79,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035523002",40,44,4,0.89,91,89,2,1.02,0,0,0,0.00,0,0,0,0.00,48,46,2,0.54
"420035523003",315,335,20,12.75,168,150,18,6.12,0,0,0,0.00,0,0,0,0.00,11,9,2,0.04
"420035524001",273,270,3,2.80,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,19,22,3,0.20
"420035524002",405,408,3,2.87,0,0,0,0.00,19,16,3,0.13,0,0,0,0.00,0,0,0,0.00
"420035524003",518,516,2,1.66,105,107,2,0.34,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035604001",75,72,3,0.63,283,286,3,2.37,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035604002",136,130,6,1.68,317,321,4,2.61,0,0,0,0.00,0,0,0,0.00,32,34,2,0.13
"420035605001",363,356,7,4.46,193,207,14,4.74,9,7,2,0.03,0,0,0,0.00,5,0,5,0.04
"420035605002",556,576,20,16.67,96,82,14,2.01,15,9,6,0.13,0,0,0,0.00,0,0,0,0.00
"420035606001",10,6,4,0.13,272,280,8,7.33,0,0,0,0.00,15,11,4,0.20,0,0,0,0.00
"420035606002",153,162,9,5.04,120,111,9,3.96,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035610001",33,31,2,0.23,217,217,0,0.00,0,0,0,0.00,0,0,0,0.00,32,34,2,0.23
"420035610002",120,116,4,1.38,185,179,6,3.20,0,0,0,0.00,0,0,0,0.00,42,52,10,1.21
"420035611001",29,39,10,0.77,338,328,10,9.01,0,0,0,0.00,0,0,0,0.00,8,8,0,0.00
"420035612001",9,6,3,0.10,271,274,3,2.90,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035612002",27,28,1,0.09,276,275,1,0.91,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035614001",209,210,1,0.70,62,62,0,0.00,0,0,0,0.00,0,0,0,0.00,28,27,1,0.09
"420035614002",95,86,9,1.66,317,345,28,17.20,0,0,0,0.00,18,16,2,0.07,86,69,17,2.83
"420035614003",69,70,1,0.11,466,463,3,2.25,0,0,0,0.00,0,0,0,0.00,87,89,2,0.28
"420035614004",172,151,21,4.17,641,676,35,25.88,54,40,14,0.87,0,0,0,0.00,0,0,0,0.00
"420035615001",419,424,5,2.53,386,381,5,2.33,14,19,5,0.08,0,0,0,0.00,10,5,5,0.06
"420035615002",181,179,2,0.83,247,253,6,3.40,0,0,0,0.00,0,0,0,0.00,8,4,4,0.07
"420035615003",27,27,0,0.00,293,288,5,4.23,0,0,0,0.00,0,0,0,0.00,26,31,5,0.38
"420035616001",29,25,4,0.86,106,110,4,3.14,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035616002",272,266,6,5.40,30,36,6,0.60,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035616003",184,188,4,2.90,70,66,4,1.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035616004",211,211,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035617001",31,22,9,3.36,46,52,6,3.33,0,0,0,0.00,0,0,0,0.00,6,9,3,0.22
"420035617002",136,146,10,7.01,27,22,5,0.70,0,0,0,0.00,3,5,2,0.03,28,21,7,1.01
"420035619001",0,0,0,0.00,330,333,3,2.88,0,0,0,0.00,5,5,0,0.00,9,6,3,0.08
"420035619002",0,0,0,0.00,603,601,2,1.93,0,0,0,0.00,0,0,0,0.00,21,23,2,0.07
"420035620001",522,512,10,5.86,41,40,1,0.05,285,296,11,3.52,25,24,1,0.03,18,19,1,0.02
"420035620002",595,613,18,14.00,69,55,14,1.26,101,97,4,0.53,0,0,0,0.00,0,0,0,0.00
"420035620003",235,241,6,3.87,110,107,3,0.91,19,16,3,0.16,0,0,0,0.00,0,0,0,0.00
"420035623001",31,24,7,0.90,203,208,5,4.21,7,9,2,0.06,0,0,0,0.00,0,0,0,0.00
"420035623002",31,34,3,0.39,191,188,3,2.43,7,4,3,0.09,0,0,0,0.00,7,10,3,0.09
"420035623003",110,100,10,4.49,126,134,8,4.11,0,0,0,0.00,0,0,0,0.00,9,11,2,0.07
"420035623004",131,132,1,0.59,91,90,1,0.41,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035623005",176,176,0,0.00,60,60,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035623006",205,193,12,9.76,40,51,11,1.75,7,8,1,0.03,0,0,0,0.00,0,0,0,0.00
"420035624001",364,364,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035624002",10,9,1,0.05,135,131,4,2.76,0,0,0,0.00,22,27,5,0.56,29,29,0,0.00
"420035624003",34,36,2,0.49,104,102,2,1.51,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035624004",10,6,4,0.13,258,269,11,9.24,0,0,0,0.00,0,0,0,0.00,39,32,7,0.89
"420035624005",49,47,2,0.63,107,109,2,1.37,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035625001",124,126,2,1.89,0,0,0,0.00,7,5,2,0.11,0,0,0,0.00,0,0,0,0.00
"420035625002",154,150,4,2.68,76,80,4,1.32,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035625003",138,141,3,1.14,204,205,1,0.56,0,0,0,0.00,14,12,2,0.08,7,5,2,0.04
"420035625004",249,254,5,2.74,176,173,3,1.16,14,13,1,0.03,15,14,1,0.03,0,0,0,0.00
"420035626001",103,105,2,1.67,20,18,2,0.33,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035626002",361,364,3,2.41,88,85,3,0.59,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035626003",289,289,0,0.00,29,31,2,0.17,14,12,2,0.08,0,0,0,0.00,0,0,0,0.00
"420035626004",169,162,7,4.79,61,64,3,0.74,17,21,4,0.28,0,0,0,0.00,0,0,0,0.00
"420035627001",140,143,3,1.58,77,80,3,0.87,0,0,0,0.00,0,0,0,0.00,49,43,6,1.11
"420035627002",221,219,2,0.82,255,248,7,3.29,66,75,9,1.10,0,0,0,0.00,0,0,0,0.00
"420035628001",176,172,4,3.14,48,52,4,0.86,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035628002",519,519,0,0.00,21,22,1,0.04,0,0,0,0.00,5,4,1,0.01,0,0,0,0.00
"420035629001",107,115,8,3.22,159,151,8,4.78,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035629002",147,143,4,3.54,7,9,2,0.08,0,0,0,0.00,12,14,2,0.14,0,0,0,0.00
"420035629003",342,338,4,3.24,56,60,4,0.53,0,0,0,0.00,0,0,0,0.00,24,24,0,0.00
"420035630001",262,263,1,0.56,203,202,1,0.44,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035630002",189,181,8,4.50,140,142,2,0.83,0,0,0,0.00,0,0,0,0.00,7,13,6,0.12
"420035630003",237,246,9,7.30,49,39,10,1.68,0,0,0,0.00,0,0,0,0.00,6,7,1,0.02
"420035630004",58,47,11,3.00,134,134,0,0.00,0,0,0,0.00,0,0,0,0.00,21,32,11,1.08
"420035631001",422,428,6,5.65,26,20,6,0.35,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035631002",836,817,19,16.63,31,37,6,0.19,78,93,15,1.23,0,0,0,0.00,10,8,2,0.02
"420035631003",206,208,2,1.97,3,1,2,0.03,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035632001",206,206,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035632002",306,317,11,5.47,290,272,18,8.49,0,0,0,0.00,0,0,0,0.00,19,26,7,0.22
"420035632003",364,379,15,8.57,250,242,8,3.14,13,11,2,0.04,0,0,0,0.00,10,5,5,0.08
"420035633001",228,229,1,0.95,5,4,1,0.02,0,0,0,0.00,2,2,0,0.00,5,5,0,0.00
"420035633002",302,302,0,0.00,3,4,1,0.01,2,1,1,0.01,0,0,0,0.00,3,3,0,0.00
"420035638001",268,268,0,0.00,3,3,0,0.00,5,7,2,0.04,9,7,2,0.06,0,0,0,0.00
"420035638002",1037,1038,1,0.96,16,22,6,0.09,28,21,7,0.18,0,0,0,0.00,0,0,0,0.00
"420035638003",80,76,4,3.56,10,14,4,0.44,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035638004",34,34,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035638005",203,203,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035638006",132,132,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035639001",357,364,7,6.19,47,40,7,0.81,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035639002",501,501,0,0.00,72,81,9,1.11,0,0,0,0.00,0,0,0,0.00,13,4,9,0.20
"420035639003",415,419,4,3.49,43,39,4,0.36,0,0,0,0.00,0,0,0,0.00,17,17,0,0.00
"420035639004",460,460,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035640001",1120,1113,7,6.66,47,56,9,0.36,10,8,2,0.02,0,0,0,0.00,0,0,0,0.00
"420035640002",854,854,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035640003",150,151,1,0.90,0,0,0,0.00,17,16,1,0.10,0,0,0,0.00,0,0,0,0.00
"420035641001",171,169,2,1.98,0,0,0,0.00,2,4,2,0.02,0,0,0,0.00,0,0,0,0.00
"420035641002",182,182,0,0.00,0,0,0,0.00,1,1,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035642001",150,151,1,0.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,3,2,1,0.02
"420035642002",432,439,7,6.50,18,14,4,0.15,0,0,0,0.00,0,0,0,0.00,15,12,3,0.10
"420035642003",395,383,12,11.34,11,16,5,0.13,12,19,7,0.20,0,0,0,0.00,0,0,0,0.00
"420035644001",471,471,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035644002",477,475,2,1.90,25,27,2,0.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035644003",459,461,2,1.84,39,37,2,0.16,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035644004",541,542,1,0.92,48,47,1,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035644005",290,290,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035644006",245,243,2,1.89,8,7,1,0.03,5,8,3,0.06,0,0,0,0.00,1,1,0,0.00
"420035644007",25,25,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035645001",610,610,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035645002",383,372,11,9.49,61,72,11,1.51,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035645003",199,198,1,0.95,3,5,2,0.03,0,0,0,0.00,0,0,0,0.00,8,7,1,0.04
"420039800001",208,210,2,1.37,0,0,0,0.00,96,94,2,0.63,0,0,0,0.00,0,0,0,0.00
"420039801001",8,8,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039803001",1,1,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039804001",0,0,0,0.00,14,14,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039805001",14,14,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039807001",10,10,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039810001",2,2,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039818001",43,43,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420039822001",165,165,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
